Content,File Name,True Value,Predicted Value,Folder,Source,Date,Perf,direction,point
Dün ABD mali teşvik paketi beklentileriyle küresel piyasalarda gözlenen iyimserlik içeriye de yansımaya devam etti. Yurt içinde TLnin değer kazanması hisse senetlerini destekledi. Dün ayrıca CDS primi yaklaşık bir yılın ardından ilk kez 300 baz puanın altına hafif de olsa geriledi. Ocak ayı enflasyonu bir miktar ortalamanın üzerinde gerçekleşse de bunun orta ve uzun vadeli beklentiler üzerinde önemli bir etkisi olmadı. Bu sabah itibarıyla Çin öncülüğünde Asya piyasalarında hafif bir düzeltme görülüyor. ABD vadelileri de güne hafif satıcılı başladı. Yurt içinde ise şirketlerin 4Ç20 sonuçları ve beklentileri fiyatlanmaya çalışılacak. BISTin dünkü ivmesini korumaya çalışarak güne hafif alıcılı başlamasını bekliyoruz.,akbank_04.02.2021_555.txt,0,0,neg,akbank,2021-02-04,-0.18,1,0.18
"Küresel piyasalar aşı çalışmalarına ilişkin iyimserliğin artmasıyla alım yönündeki eğilimlerini yeni rekorlar kırarak sürdürüyor. ABD hisse senedi endeksleri %1,0 - %1,5 düzeyinde artış sağlarken, bankacılık hisselerindeki ortalama değer kazanımı %2,5i geçti. BISTte ise özellikle banka hisselerine gelen satışlar endeksin günü yatay seviyeden kapatmasına neden oldu. Diğer taraftan TLdeki değerlenme BIST-100 endeksini dolar bazında son iki buçuk yılın en yüksek seviyesine taşıdı. Bu sabah itibarıyla yurtdışının olumlu seyri koruduğunu görüyoruz. Yurt dışındaki iyimserlik paralelinde bugün BISTte de yukarı yönlü bir açılış bekliyoruz.",akbank_05.02.2021_554.txt,1,1,pos,akbank,2021-02-05,-1.14,-1,-1.14
Küresel piyasalar yeni haftanın başlangıcında risk iştahını koruyor. Hatırlanacağı üzere geçtiğimiz hafta BIST-100 de önceki haftaki kayıplarını büyük ölçüde kapattı. Ancak özellikle Cuma günü kapanışa yakın gelen sert satış dalgası piyasa dinamiklerinin yurt dışından bir miktar olumsuz yönde ayrıştığına işaret ediyor. Borsa açılışı öncesinde ABD vadelileri ve Asya piyasaları arıda seyretse de BIST-100ün güne daha temkinli ve yatay seviyelerini koruyarak başlamasını bekliyoruz.,akbank_08.02.2021_553.txt,0,0,neg,akbank,2021-02-08,-0.34,1,0.34
"Küresel piyasalardaki iyimserlik ABD mali teşvik paketi beklentileri ve Covid-19 vaka son haftalarda oluşan olumlu eğilim sayesinde devam ediyor. ABD hisse senedi piyasaları rekor tazelerken, BIST-100ün ise 20 Ocaktaki 1.569 zirvesine hızlı bir şekilde ulaşmakta zorlandığını görüyoruz. Banka hisselerinin yurt dışından ve sanayi hisselerinden olumsuz ayrışması borsadaki hareketi etkiliyor. BISTin bugün yataya yakın bir seyirle güne başlamasını öngörüyoruz.",akbank_09.02.2021_552.txt,1,1,pos,akbank,2021-02-09,0.36,1,0.36
Yurt dışı tarafta endekslerin dünkü yatay kapanışların ardından bugün ABD vadelilerinin ve Asya hisse senedi endekslerinin hafif artıda olduğu görülüyor. Dün uzun süredir sanayi hisselerinin gerisinde kalan banka hisselerinde bir toparlanma çabası vardı. BIST-100 bankalara gelen alımlarla sakin yükselişini sürdürdü. Borsanın bugün de güne temkinli başlamasını bekliyor bankalardaki toparlanmanın devam edebileceğini düşünüyoruz.,akbank_10.02.2021_551.txt,0,1,neg,akbank,2021-02-10,-0.41,1,0.41
Hisse senetlerinde işlem aktivitesinin yatay bantta devam etmesini bekliyoruz. Ancak yukarı yönlü hareketlenmelerin başarısız olmasının geri çekilmeye neden olabileceğini de göz ardı etmiyoruz. Makro tarafta önemli haber akışının olmadığı Perşembe gününde açıklanan 2020 sonuçlarına bağlı hisse bazlı hareketlerin yaşanabileceğini düşünüyoruz.,akbank_11.02.2021_550.txt,0,0,neg,akbank,2021-02-11,-0.2,1,0.2
"ABD hisse senetleri piyasasında hafif dinlenme sinyalleri gelirken, BIST-100de de sıkışma sürüyor. Dün banka hisselerine gelen satışlar bankacılık endeksini %1,6 düşürürken, banka / sanayi makası da en düşük seviyeden kapanış yaptı. Yurt içi haber akışı açısından bugün Aralık ayı ödemeler dengesi ve sanayi üretim rakamları beklenecek, BIST-30 hisselerinin ardından BIST-50 hisseleri için de bugünden geçerli olmak üzere açığa satış kısıtlamasının kaldırılması hisse hareketliliğine etki edebilir. BISTin güne bir miktar satış baskısı altında başlayacağını tahmin ediyoruz.",akbank_12.02.2021_549.txt,0,0,neg,akbank,2021-02-12,-0.26,1,0.26
"BIST-100 geçtiğimiz haftayı yurt dışına göre daha temkinli tamamladı ve %0,7 artış kaydetti. BIST-100ün nispeten daha temkinli hareket etmesinde banka hisselerinin yurt dışındaki genel eğilimden bir miktar ayrışarak daha sakin seyretmesi ön plana çıkıyor. Yeni haftanın başında ABD ve Çin piyasaları tatil nedeniyle kapalı olacak. Geçtiğimiz hafta gerek ABD, gerekse diğer yurt dışı piyasaların rekor kapanışların olduğunu hatırlamakta fayda var. Yurt dışı tarafta alım yönündeki eğilimin sürmesi ve bunun BISTi de olumlu etkilemesini bekliyoruz. Haber akışı açısından haftanın takvimine baktığımızda bugün gelecek Ocak ayı bütçe rakamları, Perşembe günkü Para Politikası Kurulu toplantısı ve Cuma günkü Fitch ülke notu değerlendirmesi öne çıkıyor. BISTin yurt dışının etkisiyle haftaya olumlu başlamasını, ancak risk faktörleri nedeniyle bir miktar temkinli hareket etmesini bekliyoruz.",akbank_15.02.2021_548.txt,0,0,neg,akbank,2021-02-15,0.73,-1,-0.73
"Borsa yurt dışı iyimserliğin etkisiyle yükselişini sürdürüyor. Dün BIST-100 1.562 seviyesinden kapanırken, zirve seviyesine de çok yaklaştı. Dünkü yükselişte kamu destek paketi ve salgının etkilerinin azalacağı beklentisiyle havayolu şirketleri öne çıktı. Endeksin 1.560 seviyesinin üzerinde kalmayı başarması halinde yurt dışına da bağlı olarak hafta içinde yeni zirveler deneyeceğini düşünüyoruz. Açılışta temkinli ve yataya yakın bir eğilim bekliyoruz.",akbank_16.02.2021_547.txt,1,1,pos,akbank,2021-02-16,-1.68,-1,-1.68
Covid-19 kısıtlamalarında hafifleme ve mali teşvik desteği beklentileri yurtdışı piyasalarda hisse senetlerini destekliyor. Ancak son yükselişlerin ardından hareketin ivmesini kaybettiğini görüyoruz. Dün genelde yatay seviyelerde kalan ABD endekslerinin ardından bu sabah ABD vadelileri ve Asya endekslerinin (hafta başındaki tatil dönemi farkını kapatan Çin haricinde) yatay seyrettiği görülüyor. Dün içeride ise özellikle öğleden sonra banka hisselerine gelen satışlar BIST-100 endeksini 1.550 seviyesinin altına çekti. Bugün piyasanın yatay seviyelerde açılmasını bekliyoruz.,akbank_17.02.2021_546.txt,0,0,neg,akbank,2021-02-17,-0.64,1,0.64
"Yurt dışı hisse senedi piyasalarının önceki haftalara kıyasla daha temkinli bir döneme girdiği anlaşılıyor. Yurt içinde de banka hisselerinin yukarı gitmekte zorlanması nedeniyle BIST-100 endeksinde sıkışmanın belirginleştiğini düşünüyoruz. Banka sektör endeksi 2021 başına göre %7 düzeyinde gerilerken, sanayi sektör endeksinin %15e yakın değerlenmesi dikkat çekti. Bir yıllık getiriler karşılaştırıldığında bu farkın daha da açıldığı görülüyor. Bankalarda nispeten zayıf geçecek ilk iki çeyrek sonuçlarına ilişkin olarak olumsuz fiyatlamanın geride kalması ile orta / uzun vadede toparlanma beklenebilir. Piyasa bugün TCMBnin PPK kararlarını bekleyecek. BISTin yakın dönemde ise hisse değişimleri ile yatay seyrini korumasını bekliyoruz.",akbank_18.02.2021_545.txt,0,0,neg,akbank,2021-02-18,-0.11,1,0.11
"Yurt dışı hisse senedi piyasalarında hafif geri çekilmeler devam ediyor. Dün BIST-100 ise banka hisselerine gelene satışlara rağmen günü hafif artıda kapatmayı başardı. BIST-100ü yukarı yönde destekleyenler otomotiv hisseleri, devlet desteği beklentileri nedeniyle tarım sektörü ile ilgili hisseler ve rezerv beklentileri nedeniyle altın hisseleri oldu. Bu sabah piyasa öncesi işlemlerde faizin yatay, TLnin sakin ve yurt dışı tarafın dünküne benzer şekilde hafif satıcılı olduğu görülüyor. BIST-100ün bu seviyelerde tutunmaya çalışacağını, olası tepki alımlarının kısa süreli olacağını tahmin ediyoruz.",akbank_19.02.2021_544.txt,0,0,neg,akbank,2021-02-19,0.57,-1,-0.57
"Geçtiğimiz hafta küresel hisse senedi piyasalarında endekslerin genelde yatay ya da eksi kapanışlar yaptığını gördük. BISTte de hafta boyunca banka hisselerine gelen satışlar Cuma günü Fitch beklentisine paralel olarak hafif toparlanma göstermiş olsa da BIST-100ün haftayı yatay seviyede kapatmasına yol açtı. Bankalardaki kayıp geçen hafta %3,5 ve yıl başına göre %7,0 oldu ve Türk bankaları ile ABD ve Avrupa banka endekslerin arasındaki makas eksi yönde açıldı. Cuma kapanışının ardından Fitch Türkiyenin kredi notunu sabit tutup not görünümünü durağan olarak yukarı yönlü güncelledi. Ekonomi takviminde bugün açıklanacak Şubat ayı kapasite kullanım oranı öne çıkıyor. Hafta boyunca ayrıca şirketler tarafında bilanço açıklamaları gelmeye devam edecek. Hafta başı itibarıyla ABD 10 yıllık tahvil faizinin %1,4e yaklaştığı, yurt dışı vadeli hisse endeksleri ve Asya hisselerinde zayıf seyrin sürdüğü dikkat çekiyor. BISTin de yeni haftaya temkinli başlangıç yapmasını bekliyoruz. Geçen hafta satıcılı seyir gördüğümüz bankalarda bu hafta hafif bir toparlanma çabası sürebilir.",akbank_22.02.2021_543.txt,0,0,neg,akbank,2021-02-22,-0.8,1,0.8
"Hisse senedi piyasaları küresel bazdaki sert emtia fiyat artışları, ABD teşvik paketi ve Covid-19 kısıtlamalarının hafifletileceği iyimserliğini fiyatlamaya çalışıyor. ABDde artan 10 yıllık tahvil faizi getirileri gelişmekte olan ülke hisseleri için olumsuz bir gelişme olarak değerlendirilirken, normalleşme beklentisi ile birlikte turizm ve havacılık hisselerinde toparlanma çabası dikkat çekti. Dün yurt dışı tarafta hisse endeksleri geriledi. Bu sabah itibarıyla toparlanma çabası dikkat çekiyor. BISTte ise, bankacılık hisselerinde devam eden satışlar gösterge endeksin yurt dışından belirgin şekilde olumsuz ayrışmasına sebep oluyor. Dün TLde bir miktar değer kaybı ile birlikte CDS yatay seyrini korudu; banka hisselerinde %2 ve BIST-100 endeksinde %0,6 geri çekilme kaydedildi. Bugün yurt dışı tarafın etkisiyle sınırlı bir toparlanma çabası görebiliriz.",akbank_23.02.2021_542.txt,0,0,neg,akbank,2021-02-23,-2.58,1,2.58
"ABD tahvil faizlerindeki yükseliş eğilimi hisse senedi piyasalarında küresel bir satış dalgasını gündeme getirdi. Bu dalgadan en çok etkilenen hisseler ise son dönemde getiri açısından olumlu ayrışan hisseler oluyor. Dün BIST-100 endeksi de %2nin üzerinde değer kaybederken, sanayi hisselerindeki geri çekilme bankalara göre daha sert oldu. Buna karşılık ekonomideki normalleşme beklentileri ile birlikte havayolu şirketlerinin günü artıda kapattığını izledik. Bu sabah itibarıyla Asya piyasalarında satıcılı seyir sürüyor. ABD tarafında ise nispeten dengelenme çabası dikkat çekiyor. BISTin yatay seyirle güne başlamasını bekliyoruz.",akbank_24.02.2021_541.txt,0,0,neg,akbank,2021-02-24,-1.56,1,1.56
Küresel piyasalarda bir süredir gözlediğimiz satış baskısı dünkü olumlu ABD hisse senedi kapanışları ve bu sabah Asya piyasalarındaki alımlarla kısmen dengelenmiş görünüyor. Dün yurt içi tarafta da TLnin bir miktar değer kaybı ve borsadaki satışlarla yurt dışından olumsuz ayrışma belirginleşti. Dünkü satışların ardından borsada bugün yurt dışına paralel hafif bir toparlanma çabası göreceğimizi tahmin ediyoruz.,akbank_25.02.2021_540.txt,1,1,pos,akbank,2021-02-25,-1.46,-1,-1.46
Analistlerden borsa yatırımcılarına uyarı: Temkinli olun,haberler_25.2.2021.txt,0,0,neg,haberler,2021-02-25,-1.46,1,1.46
"ABD piyasalarında bir süredir gözlediğimiz enflasyon endişesi dün 10 yıllık tahvil faizini %1,6 gibi son bir yılın en yüksek seviyesine taşıdı. Bu seviye uzun dönem ortalamasına göre halen düşük ve salgın öncesi seviyede olsa da sert yükselişin bir ay gibi kısa bir sürede gelmesi tüm varlık gruplarında yatırımcıları tedirgin ediyor. Dün ABD hisse senedi endekslerinde %2yi aşan kayıplar, bu sabah itibarıyla Asya piyasalarında benzer sert satışlara yol açtı. Bu küresel dinamik, içeride de Dolar/TLnin yükselmesine neden oldu. BISTin küresel bir yayılım gösteren satış dalgasından etkileneceğini ve açılışta sert satışlar görüleceğini tahmin ediyoruz.",akbank_26.02.2021_539.txt,0,0,neg,akbank,2021-02-26,0.98,-1,-0.98
"Geçtiğimiz hafta ABD 10 yıllık tahvil faizlerinde gözlenen sıçrama küresel bazda hisse senedi piyasalarında satış getirdi. BIST-100de haftalık kayıp %5i aşarken, TLnin değer kaybı nedeniyle dolar bazındaki gerileme %11i geçti. Banka hisselerindeki kayıp bu miktarların biraz üzerinde oldu. Artan risk algısı nedeniyle Cuma günü CDS primi de Şubat ayından sonra ilk kez 300 baz puanın üzerine çıkarak ayı 320 baz puandan kapattı. Yeni haftanın başlangıcında ABD tahvillerindeki stresin bir miktar azaldığı ve Cuma günü %1,55e çıkan faizin %1,4e gerilediği görülüyor. Haftanın iç gündeminde bugün açıklanacak 4. Çeyrek büyüme verileri, hükümetin salgın kısıtlamalarında atabileceği gevşeme adımları ve BDDKnın açıklayacağı bankacılık sektörü Ocak ayı verileri önemli yer tutuyor. Yeni haftanın başında ABD hisselerindeki toparlanma dikkat çekiyor. BISTin de yurt dışını takip ederek yeni haftaya temkinli yukarı yönlü eğilimle başlayacağını tahmin ediyoruz.",akbank_01.03.2021_538.txt,0,0,neg,akbank,2021-03-01,2.38,-1,-2.38
"Global piyasalardaki risk algısındaki artış, yerli piyasaları da olumsuz etkiliyor... Geçtiğimiz hafta global piyasalardaki riskten kaçış eğiliminin de etkisiyle satıcılı bir seyir izleyen yerli piyasalarda BIST100 Endeksi haftayı %5,70'lik kayıpla tamamladı. Bu haftaya baktığımızda ise, kritik destek olarak Ocak sonundaki gerileme esnasında test edilen 1,430 seviyesini izliyoruz. Belirtilen desteğin korunabilmesi halinde, geçen haftaki sert gerilemenin ardından öncelikle 1,500 ve ardından da 1,520 seviyesindeki kritik dirençlere doğru tepki denemeleri yaşanması beklenebilir. Ancak, daha kalıcı bir hareketten bahsedebilmek için ilk etapta 1,520 direnci üzerinde kararlı bir hareket görmek gerektiğine inanıyoruz. Diğer taraftan, aşağı yönde kritik 1,430 desteğinin korunamaması halinde, satış baskısının etkisini 1,400 1,380 ve 1,350 seviyelerine doğru sürdürmesi beklenebilir. ",yapikredi_01.03.2021_495.txt,0,0,neg,yapikredi,2021-03-01,2.38,-1,-2.38
AG Anadolu Grubu Holding'den 70 milyon liralık satış,haberler_2.3.2021.txt,0,0,neg,haberler,2021-03-02,0.16,-1,-0.16
"Dün açıklanan dördüncü çeyrek büyümesi bir miktar beklentinin altında kalsa da piyasa tarafından olumlu karşılandı. Bankaların Ocak ayı kârı ise özel bankalar açısından temkinli iyimserlikle değerlendirilebilir. Dün ABD tahvil faizlerine ilişkin endişenin hafiflemesiyle ABD hisse senedi piyasasında risk iştahının arttığını gördük. ABD endeksleri %2-3 aralığında yükselirken, BIST de yurt dışı taraftaki bu olumlu eğilimi takip etti. Ancak bu sabah itibarıyla yurt dışı piyasaların daha temkinli hareket ettiğini ve Asya hisse senedi endekslerinde karışık seyir olduğunu gözlemliyoruz. Buna paralel olarak BISTin de güne yatay bir açılışla başlamasını bekliyoruz.",akbank_02.03.2021_537.txt,0,0,neg,akbank,2021-03-02,0.16,-1,-0.16
"Yurt dışı piyasalardaki seçici, dalgalı seyir BISTte de gözleniyor. Dünkü hafif satıcılı seyir sonrası bugün ABD ve Asya hisse senetlerinin hafif alıcılı olduğunu görüyoruz. Bugün içeride enflasyon verisi takip edilecek. BISTin de orta vadeli bant hareketini koruyarak güne hafif alıcılı başlayabileceğini düşünüyoruz.",akbank_03.03.2021_536.txt,1,1,pos,akbank,2021-03-03,-0.5,-1,-0.5
"Dün borsa seans başında gözlemlediğimiz genele yayılan alım eğilimi uzun süreli olmadı: Banka hisselerine gelen satışlar nedeniyle BIST-100 endeksi günü yataya yakın seviyeden kapattı. ABD piyasalarında ise primli teknoloji hisselerinde satışların sürdüğü, buna karşılık banka hisselerinin yukarı yönlü hareketini koruduğu dikkat çekiyor. Dün haber akışı açısından beklentinin hafif üzerinde kalan Şubat ayı enflasyonu ve Moodysin son dönemde uygulanan ekonomi politikalarına ilişkin destekleyici açıklamaları öne çıktı. Ayrıca aşılama çalışmalarının güçlü bir etkinlik oranına sahip olduğunu gösteren bulgular ekonomideki normalleşme adımları için olumlu görülebilir. Bu sabah itibarıyla yurt dışı tarafta genel eğilimlerde önemli bir farklılaşma yok: ABD vadelilerde hafif eksiler gözlenirken, Asya piyasalarındaki satışlar endeksleri sene başındaki seviyelere kadar geri çekti. BISTin bugün hisse değişimleri ile güne temkinli bir seyirle başlamasını ve bant hareketinin korumasını bekliyoruz.",akbank_04.03.2021_535.txt,1,1,pos,akbank,2021-03-04,0.72,1,0.72
"FEDin enflasyondaki yükselişin geçici olacağı ve piyasaya müdahale edilmeyeceği açıklaması ABD 10 yıllık tahvil faizini %1,55in üzerine (son bir yılın en yüksek düzeyi) taşırken piyasalarda sert dalgalanmalara neden oluyor. Dün başlıca ABD hisse senedi endeksleri teknoloji hisseleri ağırlıklı olarak %1-2 düzeyinde kayıplar gösterirken, bu sabah itibarıyla vadeli endekslerde yatay seyir gözleniyor. Dün BIST-100de ise bankaların öncülük ettiği hafif yükseliş vardı ancak BIST-100 endeksi özellikle havacılık hisselerindeki satışla 1.550nin altında kapanış yaptı. Dün ayrıca 10 yıllık tahvil faizi ve CDS priminde yükselişler gözledik. Piyasa yurt dışı dinamikler nedeniyle güne satıcılı başlayabilir. Ancak son dönemde aşağı gelişlerde gözlemlediğimiz desteğin çalışmasıyla gün içerisinde toparlanma gözleyebiliriz. Bununla birlikte endeksteki yatay bant hareketinin yurt dışı tarafta sert kırılmalar yaşanmadıkça korunacağını düşünüyoruz.",akbank_05.03.2021_534.txt,0,0,neg,akbank,2021-03-05,0.49,-1,-0.49
